locationID,teeth_lost,arthritis,binge_drinking,cancer,copd,heart_disease,asthma,smoking,depression,diabetes,high_blood_pressure,high_cholesterol,physical_inactivity,obesity,short_sleep_duration,stroke
18115,20.8,26.7,18.9,7.4,8,6.6,11.1,17.5,26.2,10.2,31.9,29.9,25,38.1,36,3.1
18117,19.5,28,17.5,7.5,8.4,6.6,11.6,20.6,27,10.9,33.9,30.6,27.3,41.7,40.4,3.3
18119,16,27.2,17,7.2,9.3,6.9,11.4,22.2,26.2,11.3,32.5,30.6,30.2,39.9,37.8,3.5
18121,20,27.3,17.8,7.5,8.7,6.6,11.9,20.9,27.6,10.8,34.4,30.6,29.3,38.3,38.1,3.3
18123,14.8,25.9,18,7.3,8.2,6.7,10.5,19.3,24.8,10.6,32.3,30.1,27,40.6,35.8,3.3
18125,18.5,26.6,17.5,7.3,8.6,6.7,11.3,21.2,26,10.6,31.7,30.4,28.5,41.7,39.8,3.3
18127,12.5,25.4,17.7,7.2,6.9,5.9,11,16.6,23.4,9.7,30.8,28.9,25.4,37,38.1,2.8
18129,15.6,25.7,19.1,7.7,6.5,5.8,10.5,15.4,24,9.2,31.2,28.7,22.3,36.4,34.9,2.7
18131,21.3,27.2,17.6,7.3,8.7,6.8,11.5,21.7,26.3,11,33.4,31.3,29.1,41.4,37.3,3.4
18133,16.7,25.7,18.3,7.3,8,6.5,10.9,18.8,25.5,10.5,32.6,31.4,25.9,39.4,40,3.2
18135,16.8,27.1,17.5,7.3,9.4,7.1,11.6,21.6,26.7,11.2,33.3,30.2,32,38.9,38.8,3.6
18137,14.1,26.6,18.7,7.3,8.2,6.5,11.3,19.3,26.2,10.3,32.1,31.3,27,37.4,38.6,3.2
18139,21.1,27.5,17.3,7.6,7.9,6.5,11.2,19.3,26.4,10.6,32.6,30,27.4,41.5,39.4,3.1
18141,12.6,25.2,16.5,7.1,7.3,6.4,11.3,16.7,25.7,11.3,32.5,28.5,27.8,37.8,38.3,3.2
18143,24.8,29.3,16.7,7.2,10.8,7.9,12.2,23.2,27.6,12,33.6,30.4,32.8,39.5,37.7,4
18145,18.3,28,17.2,7.3,8.8,6.6,11.6,20.9,26.5,11,31.5,30.8,28.8,39.7,35.9,3.3
18147,12.8,25.4,18.2,7.5,7,6.1,10.9,18,24.7,9.7,30.7,30.1,25.5,35.7,35.6,2.9
18149,21.7,27.5,17.5,7.4,8.2,6.6,11.3,19.6,26.1,10.5,33.7,30.1,28,40.1,40.8,3.3
18151,13.4,24.4,18.1,7.6,6.7,6.1,10.6,14.2,24,9.7,31.4,29.2,21.3,34.1,36.6,2.8
18153,16.7,26.7,17.8,7.3,9,7,11.2,21.1,25.1,11.2,35.9,31.2,29.3,38.1,37.7,3.5
18155,24.9,27.3,18,7.2,8.5,6.8,10.9,21.3,25.3,10.9,34.1,30.9,29.8,39.5,38,3.3
18157,9.6,25.9,17.5,6.9,7.8,6.6,10.6,17.5,24.7,11.7,31.5,31.1,26.6,35.1,37.6,3.3
18159,14.1,25.1,17.8,7.4,7.1,6.1,10.7,16.2,24.9,9.5,30.7,29.8,24.8,36.1,34.9,2.9
18161,16.2,26.6,17.9,7.4,8.1,6.2,11.7,20.3,26.4,10.2,32.2,29.8,27.8,40.3,36.8,3
18163,21.2,27.1,18.2,7.4,7.2,6.2,11.3,16.9,25.3,10.5,32.1,31.1,27.5,39.3,40.5,3.1
18165,18.3,27.7,16.7,7.6,8.7,6.6,11.8,21.8,28,10.7,32.4,31.8,30.7,40.8,38,3.3
18167,23.3,28.9,16.1,7.2,8.3,6.8,11.3,21.2,26.8,11.9,32.1,32.8,28.9,41,40.5,3.5
18169,17.5,27.2,17.9,7.4,8.1,6.6,11.1,19,25.2,10.4,32.6,29.3,26.9,36.9,33.7,3.2
18171,12.6,26.2,18.4,7.3,7.9,6.3,11,20.5,25.4,10.1,32.8,30.7,26.4,36.5,40.3,3
18173,11.3,23.7,18.2,7.4,6.1,5.5,10.2,14.3,23.3,9.3,29.5,29.8,21.1,39.8,36.3,2.6
18175,21.3,27.2,16.8,7.5,8.6,6.6,11.5,20.5,27.4,10.7,35.1,29.8,28.9,41.7,36.9,3.3
18177,15.3,26.9,17,7.3,9.2,6.9,11.9,22.9,25.7,11.7,36.5,31.6,31.3,39.4,40.7,3.6
18179,14.2,26.3,18.9,7.3,8,6.2,11.3,20.3,25.2,10.2,30,29.2,28.8,40.7,39.6,3
18181,16.6,26.1,18.6,7.3,8.3,6.5,11.4,20.1,26.3,10.6,31,29.8,28.7,39.3,39,3.2
18183,12.5,25.5,18,7.4,7.3,6,10.8,18.2,25.5,9.6,30.7,29.3,25.9,34.6,36.4,2.9
19001,11.1,24.1,23.7,7.1,6.3,5.8,9.8,16.6,19.5,9.8,28.7,28.4,25.7,41.9,33.2,3
19003,9,23.7,24.3,7.2,6.2,5.7,10.1,17.8,20.2,9.6,28.9,29.1,25,38.6,34.3,2.9
19005,11.7,23.6,23,7.1,6.5,6,9.9,17.3,19.2,9.9,27.8,29.6,26.6,38.3,36.6,3.1
19007,15,25.2,22.7,7,7.5,6.5,10.2,19.6,20.5,10.9,29.7,29.7,29,43.3,33.5,3.5
19009,15.4,24,24.7,7.1,6.9,5.8,10.4,20,21.2,9.8,28.4,29.1,27,41.7,33.9,3.1
19011,8.8,23.9,25.5,7.1,6.6,5.8,10.3,16.6,21.4,9.7,28.3,28.8,26.1,41.7,34.7,3
19013,10.1,25,22.3,7,6.8,6.1,10.7,20,20.7,10.6,29.3,30.3,27.2,39.1,36,3.3
19015,9.2,22.8,24.6,7.3,5.5,5.3,10,15.5,20,8.9,27.3,29.2,23.8,38.6,35.3,2.7
19017,9.3,22.1,24.1,7.2,5.9,5.4,9.6,16.2,19.8,9.3,26.7,27.5,23.4,39.5,34.5,2.7
19019,13.4,23,27.5,7.2,6,5.7,9.7,15.5,19.7,9.4,27.5,29.5,22.3,40.6,35.4,2.8
19021,17.6,20.8,20,6.4,6,5.7,9.2,15.9,16.3,11.2,27.1,33,28.4,41,34.9,3.1
19023,13.1,22.9,23.9,7.2,6.2,5.7,9.6,15.7,18.6,9.6,27.7,29.4,24.7,39.5,31.3,3
19025,11.8,23.7,24.4,7.3,6.3,5.8,9.7,16.1,19.1,9.6,29.5,28.9,24.5,38.9,32,3
19027,12.2,23.5,24.5,7.1,6.2,5.5,10.1,17.8,20.9,9.6,27.2,28.8,24.7,42,32.4,2.9
19029,15.3,25.4,22.7,7.2,7.5,6.1,10.7,20.3,21.8,10.6,30,28.4,29,44.9,34.3,3.3
19031,14,22.4,25.2,7.2,5.7,5.3,9.8,15.7,20.9,8.9,27,29,23.5,38.3,34.6,2.7
19033,11,24.1,22.8,7.1,6.4,5.8,9.9,16.7,20.2,9.9,27,30,25.9,38.4,32.3,3.1
19035,15.8,24.1,24.6,7.1,6.5,5.7,9.8,17.5,19.2,9.9,28.9,28.8,27,40.2,32.2,3
19037,13.3,22.7,24.3,7.2,6.2,5.8,9.8,16.1,19.8,9,28,29.2,23.5,37.7,32.8,2.9
19039,19.5,24.8,21.9,6.7,7.4,6.4,10.2,20.6,19.6,11.4,29.1,29.3,32.1,42.5,34.1,3.5
19041,9.8,22.9,24.9,7.3,5.9,5.5,9.8,17.5,18.9,9.2,28,29.3,25.3,40.6,31.8,2.8
19043,16.2,23.6,23.9,7.2,6.4,5.8,9.8,16.9,19.3,9.6,29.7,30,25.7,40.6,33.3,3
19045,7.6,23.9,23.9,7.3,6.5,5.8,10.4,18,20.2,9.5,28.6,28.8,26.6,40.9,34.6,3.1
19047,22.2,23.7,22.2,6.4,7.1,6.6,9.5,18,18.1,12.4,31.2,30.2,31.2,44.5,35.6,3.5
19049,5.6,22.6,24.3,7.2,4.6,4.9,9.1,10.9,17.4,8.5,24.4,29.2,18,32.2,27.6,2.5
19051,10.7,24.4,23.7,7.1,7.4,6.1,10.4,18.9,20.6,9.9,28.7,30.4,27,40.3,33,3.3
19053,10.6,23.6,22.3,7.2,6.5,5.8,10.4,18.3,20.2,9.8,28.6,29.7,27.4,38.1,34.2,3.1
19055,13,22.4,24.9,7.2,5.7,5.4,9.6,15.9,18.7,8.9,26.3,28.9,23.4,40.6,31.5,2.8
19057,17.2,24.5,22,7.1,6.3,5.7,10.3,16.5,20.4,10.1,29.4,28.4,26.9,36.6,32.6,3
19059,10.6,22.6,25,7.2,6.4,5.6,9.9,17.6,19.4,9.3,26.7,28.3,24.2,36.9,34.7,2.9
19061,11.3,23.7,24,7.1,6.6,5.6,10.4,19.2,20.2,9.7,25.3,29,28.3,41.5,35.3,3
19063,15.5,24.4,23.8,7.1,6.7,6.1,9.9,17.2,19.5,10.3,28.7,29.9,25.6,38.5,34.2,3.2
19065,14.7,24.5,23.9,7.2,7.3,6.3,10.2,20.2,20.4,10.5,29.6,29.5,29.1,39.7,34.1,3.4
19067,10.2,24.2,23.3,7,6.4,5.8,10,17.2,19.7,9.8,27.2,26.9,26,42.8,32.5,3
19069,15.2,23.6,23.1,7,6.7,6.1,9.9,18.8,19.8,10.4,28.5,28.2,29,41,36.2,3.2
19071,12.8,23.2,24.1,7.5,5.3,5.2,9.9,15.4,19.4,8.9,27.5,29.7,22.4,36.3,32.7,2.6
19073,13.7,23.9,22.9,7.2,6.4,5.8,10,17.5,19.7,9.8,27.7,29.6,26.9,41.5,32.6,3.1
19075,8.9,22.5,25.9,7.2,5.6,5.3,9.6,15.8,19.7,8.7,26.9,28.2,22.2,38.7,32.9,2.7
19077,10,22.8,24.8,7.2,5.7,5.3,9.7,16.4,19.4,8.8,27,28.5,24.1,39.8,34.1,2.8
19079,9.4,22.6,23.7,7,5.9,5.5,9.5,15.4,18.5,9.4,26.8,28.4,23.5,35.4,32,2.8
19081,7.3,23.4,23.7,7.2,5.9,5.4,10.1,17.5,20,9.1,26.9,29.7,25.4,36.2,34.1,2.7
19083,11.3,24.5,25.1,7.1,6.9,5.9,10.5,19.4,20.7,10.1,27.7,29.9,26.6,39.2,32.8,3.1
19085,17.3,24.2,24,7.1,7.2,5.8,10.5,20.5,20.7,10.2,28.6,29.8,28.2,40.1,34.8,3.1
19087,10.1,23.7,23.6,6.9,6.8,5.9,9.8,20.4,19,10.2,29.5,29.6,28.2,40.9,38.9,3.1
19089,11,23.2,24.2,7,6.9,6,9.8,16.9,19.4,9.7,27.2,28.2,25.2,37.3,32.7,3.1
19091,10,23.9,23,7.3,6.4,5.9,10.2,17.7,20.9,10.3,28.4,29.7,26.8,43.4,35.3,3.1
19093,12.9,22.7,24.1,7.1,6,5.6,9.7,16.1,19,9.5,26.9,29.1,23.7,37.3,32.7,2.9
19095,12.1,21.4,24.8,7.1,5.7,5.5,9.3,15.4,18.5,8.8,26.7,28,23.9,35.7,29.6,2.7
19097,11.9,23.7,23.1,7.1,6.8,5.9,10.3,18.1,20.1,9.9,27.6,28.6,27.8,41.8,36,3.1
19099,12.7,23.4,23.4,7.4,5.6,5.4,9.6,16.3,18.7,9,27.6,29.8,23.1,39.2,32,2.7
19101,11.2,24.1,21.5,6.9,6.8,6.4,9.4,17.2,18.6,10.7,27.5,29,26.3,37.4,34.4,3.4
19103,13.8,21.5,24.7,7,5,5.3,9.3,12.8,19.4,9.5,25.6,26.5,19.6,30.9,30.8,2.8
19105,10.7,22.8,24.2,7.1,6,5.8,9.5,16.9,18.6,9.5,29,29.3,23.5,39.4,35.6,2.9
19107,15.9,24.2,23.7,7.1,6.7,5.9,10,18.2,19.9,10,29.1,28.8,26.6,40.1,33.2,3.1
19109,11.3,23.7,23.9,7.3,6.2,5.9,10.1,16.7,20,9.8,27.1,28.8,26.5,37.6,36,3
19111,16.1,25,22.9,7,7.3,6.3,10.3,17.8,20.4,10.5,28.8,29.5,28.5,40.9,36.5,3.4
19113,12.9,24.1,22.9,7.2,5.2,5.1,10.2,14.1,22.2,10.1,29,28.8,22.9,37.3,32,2.6
19115,11.5,24.5,26.1,6.9,7,6.3,10.4,19,20.4,11.4,28.1,29.2,32.1,44.8,37.8,3.3
19117,16.8,24.9,22.9,7,7.7,6.6,10.1,19.7,20.1,10.7,28.8,29.1,29.3,41.1,34.8,3.5
19119,10,21.9,24.8,7.2,5.7,5.3,9.6,15.7,19.3,8.7,25.7,27.7,23.9,38.5,31.7,2.7
19121,7.6,22,24.7,7.2,5,5.1,9.2,13,18.4,8.5,26.3,27.7,21.1,38.2,31.3,2.5
19123,16.7,23.5,22.9,7.3,6,5.7,9.9,15.4,20.1,9.5,27.4,28.9,25,42.4,35.1,2.9
19125,9.8,22.6,24.9,7.3,5,5,9.5,13.1,19.5,8.3,26.8,29.9,21.2,38.3,29.3,2.5
19127,17.4,23,22.4,6.5,6.5,5.9,9.6,17.2,18.9,10.7,28.1,30.4,27.3,40.7,35.1,3.2
19129,10.3,23.8,24.5,7.1,6.3,5.7,9.8,18.2,20.1,9.6,26.1,29.2,26.8,40.7,31.8,2.9
19131,9.9,23.9,24.4,7.2,6.4,5.4,10.1,19.7,21.4,9.5,27.1,29.4,27.6,44.9,34.2,2.8
19133,12.6,25,22.9,7.2,6.9,5.9,10.5,19.6,21.1,10.2,27.8,28.9,27,40.9,34.4,3.1
19135,18.2,23.2,24.3,7.2,5.8,5.1,9.8,17.2,20.1,9.1,27.5,28.4,25,37.5,35,2.7
19137,16.7,25.6,22.6,7,7,6.1,10.1,19.2,20.6,10.4,29.1,29.4,27.7,39.8,38.3,3.3
19139,11.2,22.4,25.3,6.9,6,5.8,9.8,16.5,19.7,10.4,27.4,27.6,25.4,37.8,34.4,3
19141,15.6,23.6,22.9,7,7,6.1,9.7,17.5,19.1,10.4,27.1,28.9,28.7,38.8,35.4,3.3
19143,11.4,23.1,23,7.2,6.7,5.8,10.4,18.3,20.7,10.2,27.7,28.9,27.2,40.1,33.8,3
19145,13.9,24.3,22.7,7,6.8,6,9.8,19.2,18.8,10.4,30.9,30.9,28,43.9,32.9,3.2
19147,9.6,22.9,25.1,7.3,6.1,5.5,9.9,16.1,19.4,9.6,30.1,29.3,24.2,41.6,33.7,2.9
19149,12.1,22,25.5,7.2,5.8,5.4,9.9,16.9,20.1,9.1,27.4,29.7,24.7,37.5,32.8,2.7
19151,15.7,23,24,7.1,5.8,5.5,9.6,15,19.4,9.3,29.1,30.1,24.5,37.2,33.9,2.8
19153,11.9,25.8,22.7,6.8,6.1,5.5,10.1,17.7,20.6,10,28.3,30.7,24.2,38.9,35.3,3
19155,14,24.7,24.1,6.9,6.8,6,10.2,18.4,21,10.6,28.8,29.1,26,42.6,35.5,3.2
19157,8.4,23.6,23.1,7,6.5,5.6,9.9,17.9,20.1,9.6,27.9,28.9,26.5,42.3,32.9,3
19159,16,24,23.8,7.1,6.6,5.8,10.1,17.2,20.6,10,28.5,29.3,27.2,41.2,35.5,3.1
19161,10.9,23.4,25.4,7.2,5.6,5.3,9.9,16.1,19.5,9,26.6,28.5,23.7,41.1,35.8,2.7
19163,9.6,24.5,22.8,7.2,5.7,5.5,9.9,14.3,19.1,9.6,29.3,29.4,24,39.2,35.5,2.9
19165,14.4,23.4,24.3,7.2,6.5,5.8,10.1,16.6,20,9.6,25.4,28.4,24.4,35,32.1,3
19167,9.2,21.3,23.1,6.9,6,5.4,9.2,15.8,17.5,9.2,25.5,27.7,27,34,27.8,2.8
19169,12.2,22.4,22.2,7.2,5.2,5.4,9.4,13.3,18.9,9.5,28,28.8,22.2,35.5,29.1,2.8
19171,13.6,24.2,22.6,7,7,6.4,10.2,18.8,19.7,11.2,27.4,29.6,28.6,41.3,35.3,3.4
19173,9.4,23.6,23.6,6.9,6.8,6.1,9.8,17.8,19.7,10.2,27.5,28.5,28.3,40.3,34.8,3.2
19175,10.9,24.4,23,7.1,6.9,5.9,10.3,18.7,20.4,9.6,28,28.7,27,38.1,32.8,3.2
19177,13.9,24.5,22.9,7.1,7.1,6.1,10.2,20,20.5,10.5,29,29.3,28.4,41,34.8,3.2
19179,15.7,24.6,20.7,6.8,7.4,6.3,10.3,20.9,19.1,11.9,30.1,30.1,31.4,42,38.4,3.5
19181,8,24.3,24.2,7,6.5,5.5,10,16.9,20.1,9.6,26,29,25.8,42.1,33.2,2.9
19183,10.5,22.6,24,7.1,6.1,5.4,9.8,15.1,19.3,9.2,26.7,28.8,25,40.7,31.7,2.8
19185,15.2,24.7,23.3,7,8.2,6.5,10.8,22.6,21.7,10.5,28.7,29.5,30.9,39.3,33.4,3.5
19187,12.6,23.3,23.8,7.3,5.7,5.6,9.5,14.9,18.5,9.9,28.5,28,24,38.7,37.7,2.9
19189,14,23,23.6,7.3,4.9,5.1,9.3,13.1,18.4,8.7,26.4,28.9,21.2,39,31.1,2.5
19191,8.4,20.6,25.7,7.4,4.8,5,9.2,13.3,18.3,8.1,26.2,27.8,20.8,36.5,28.8,2.5
19193,10.1,22.4,24,6.6,6.7,6,10,17.5,19.7,11.4,29.9,32.6,29.6,38.5,32,3.3
19195,11.5,23.6,24.5,7.3,6,5.7,9.8,14.7,19.4,9.4,27.6,29.1,23.6,39.9,33.5,2.9
19197,14.6,25.2,22.9,7,7.2,6.4,9.9,18,20.1,10.9,27.3,28.7,28.8,41.8,33.4,3.4
20001,14.1,26.4,18.2,7.2,8.1,6.5,11.4,20.1,22.5,10.9,34.1,32.9,28.2,41.3,38.5,3.4
20003,14.1,25.8,18.6,7.4,7.6,6.4,11.4,19.6,22.5,10.7,33.1,32.6,26.2,36.4,35.5,3.2
20005,14.9,26.2,18.6,7.3,7.6,6.4,11.2,18.4,22.5,10.6,34.6,32.5,25.2,40.5,36.3,3.3
20007,15.6,25.4,18.5,7.4,7.1,6.4,11.1,19.1,21.4,10.7,31.6,31.2,25.1,41.9,34.6,3.2
20009,15.6,24.5,19.6,7.4,6.7,6.1,10.7,16.5,20.2,10.8,34.4,31.7,24.7,41.3,34.6,3
20011,14.3,26.4,18.2,7.2,8.4,6.6,11.5,21,22,11.2,33.1,31.4,29.3,42.5,40.8,3.4
20013,13.1,24.1,19.6,7.3,6.6,6,10.8,16.7,20.5,10.1,33.7,32.2,25.6,41.2,33.3,3
20015,12.2,24.9,20.3,7.2,6.1,5.7,10.4,15.6,20.6,9.7,32.3,35.2,23.3,40.1,37.3,2.7
20017,17.1,25.1,18.8,7.3,7.1,6.5,10.5,16.5,20,10.6,32.1,32.5,25.3,38.8,34.9,3.2
20019,13.9,26.7,17.9,7.3,8.1,7,11.5,19.8,22.2,11.6,35.5,32.6,27.4,40.3,37,3.6
20021,14.3,26.6,17.9,7.3,7.9,6.9,11.1,18.8,22.2,11.2,36.2,32.9,27.6,42,37,3.5
20023,14.9,25.2,18.8,7.2,7.3,6.4,10.9,18.1,21.2,10.8,33.7,31.4,26.7,39.9,34.9,3.2
20025,16.9,24,18.9,7.3,6.1,5.7,10.5,14.8,19.9,9.7,31,31.8,24.9,38.9,35.4,2.8
20027,11.1,25.1,19,7.2,7.7,6.3,10.9,19.8,21.3,10.5,33.1,32.8,27.7,40.1,35.5,3.2
20029,16.4,26.7,18.8,7.4,7.4,6.5,10.8,17.5,21.9,10.9,30.8,31,26.6,41.5,35.8,3.2
20031,15.6,26.2,19.3,7.2,8.4,6.6,11.4,21.3,22,10.9,30.9,30.8,29,39.5,35.8,3.4
20033,12.9,24.1,19.8,7.4,6.1,5.6,10.4,16.1,20.1,9.6,30,30.5,23.1,38.7,35.3,2.7
20035,16.9,26,18.6,7,7.5,6.6,11.3,17.6,20.7,11.3,34.1,32.6,28.3,41.8,37.7,3.4
20037,14.5,25.1,18.4,7.4,7.2,6.4,10.9,16.9,21.8,10.9,34.3,33,23.6,42.6,35.3,3.2
20039,12,25.2,19.1,7.3,7.4,6.2,10.7,18.5,20.7,10.3,31.3,30.4,25.4,38.6,34.5,3.1
20041,7.1,25.6,20.7,7.4,6.5,5.9,10.6,16.4,21.2,10,29.6,28.6,23.2,38.7,34.7,2.9
20043,13.2,24.8,18.7,7.5,7,5.9,11.3,19.4,22.2,9.9,32.5,33.1,25.7,39,36.5,3
20045,10.9,23.3,19.1,7.2,6.4,5.8,10.6,16.6,22.9,10.2,28.6,31.4,21.1,37.7,34.7,3
20047,9.8,23.9,19.2,7.1,6.6,6.1,10.5,16,20,11.1,31.8,31.8,25.7,42.2,35.1,3
20049,20.4,27.4,18.6,7.3,9.1,7.3,11.6,21.2,22.5,12,33.9,32.9,30.1,42.4,39.4,3.8
20051,7.3,25.7,20.4,7.6,6.1,6,10.7,13.9,19.7,9.6,29.6,31.1,20.5,41.4,35.5,2.9
20053,15.5,25.1,20.5,7,7.8,6.7,10.3,18.8,18.9,11.3,36.4,34.2,26.7,39.8,35.5,3.4
20055,16.2,23.1,16.7,6.2,6.8,6.5,10.9,17.5,19,13.9,33.3,30.3,32.4,43.5,37,3.3
20057,10.8,23.5,16.7,6.1,6.9,6.6,10.6,17.7,19.2,13.9,35.2,33,33.7,38.7,38.3,3.4
20059,12.5,23.8,18,7.5,5.9,5.6,10.5,15.7,21.1,9.4,31.1,31.5,22.1,34.2,32.9,2.7
20061,12.5,26.1,17,6.6,7.1,6.4,11,18.3,20.2,12.6,35.8,31.9,29.6,37,37.4,3.5
20063,9.7,24.6,19.3,7.5,6.5,5.8,10.7,16.8,20.9,9.6,31.5,31.5,23.2,40.2,33.2,2.8
20065,14.7,25.3,18.1,7.4,6.3,5.9,10.3,13.7,19.3,10.1,34.6,32.9,23.3,38.3,32.9,3
20067,14.7,22.5,18.4,6.3,6,5.8,10.2,15.7,18.3,11.6,30.4,31.1,28.2,40.8,33.4,2.8
20069,16.6,23,19.4,7.2,6.3,5.7,10.6,16.9,20.3,9.8,30.9,30.5,26.1,39.8,32,2.7
20071,9.2,21.7,18.9,7.1,5.3,5.4,10,13.1,18.7,9.4,30.8,31.3,21.9,36.5,31.5,2.5
20073,15.3,25.9,18.2,7.4,8,6.8,11.1,18.2,21.5,10.9,32.7,31,26.3,39.7,36.4,3.4
20075,17.6,23.4,18.5,6.8,6.1,5.9,10.2,16.3,19,11.2,31.2,31.4,26.6,40,36.5,2.9
20077,19.5,27.5,18.2,7.2,9.4,7.3,11.4,23.2,21.7,12.4,33.9,32.2,31.3,42.3,36.8,3.9
20079,11.8,23.9,17.9,7.4,6.3,5.8,10.7,15.2,21.4,9.7,32.2,31.7,24,37.3,35.3,2.8
20081,17.7,24.5,17.8,6.7,6.9,6.1,10.7,18.3,20.4,11.8,31.7,30.8,28.7,40.5,35.1,3.1
20083,10.2,23.5,18.8,7.2,6.2,5.9,10.3,15.5,19.6,9.7,29.5,31.3,23.3,37.1,35.9,2.8
20085,11.2,24.9,19.6,7.3,6.5,5.9,10.8,16.5,20.4,10.3,33.4,32.9,23,43.3,37.3,2.9
20087,11.6,23.5,21.2,7.3,5.8,5.5,10.4,15.2,20,9.3,29.6,31.8,21.2,41.5,33.4,2.6
20089,16.4,25.2,19.2,7.5,7.4,6.7,10.6,18.6,20.7,10.6,33.7,31.5,25.1,40.5,36.1,3.3
20091,8.6,20.4,19.1,7.4,4,4.4,9.5,9.6,18.2,7.9,27.5,33.9,16.9,31.6,30.8,2.1
20093,16.7,25.5,17.3,6.7,7.3,6.7,10.8,18.8,20.1,12.8,32.9,31.5,31.3,43.4,35.9,3.4
20095,22,24.6,18.7,7.3,7.3,6.1,10.8,17.8,21.9,10.2,31,32.2,24.8,40.7,35.5,3.1
20097,14.5,22.4,18.6,7.5,5.4,5,10.3,15.2,19.9,8.8,30.3,32.2,21.6,35.4,32,2.4
20099,21,26.9,18.3,7.3,7.3,6.4,11.1,20.4,21.9,11.2,33.4,32.6,26.5,43.6,38.3,3.2
20101,15.6,25,19.8,7.3,6.6,6.1,11,16.1,21.4,10.3,32.5,32.1,24.8,40.3,36.6,3
20103,11.1,24.1,19.4,7.2,5.8,5.5,10.1,14.9,20,9.9,32.6,31.8,22.1,40.1,37.3,2.7
20105,13.6,25.3,18.9,7.5,6.7,6.1,10.8,16.4,21.4,10.2,31.3,30.7,23.9,41.2,34.2,3
20107,17,25.2,19.3,7.2,7.3,6.2,10.8,17.4,21,10.4,32,31.1,25.3,38.6,34.5,3.1
20109,14.8,25.3,19.3,7.3,7.6,6.6,10.8,16.9,21.2,10.6,32.8,32.1,24.4,38.5,34.2,3.3
20111,17.4,24.6,17,7,6.9,6.3,10.7,17,19.5,11.3,32.4,33.9,27.4,39.1,36.6,3.2
20113,13.2,23.3,19,7.4,6.2,5.6,10.5,15.1,20.6,9.4,30.1,31.7,20.8,35.3,33.9,2.8
20115,10.5,23.7,18.9,7.5,6.1,5.8,10.5,14.2,20.4,9.5,31.9,32.7,21.7,38.7,31.5,2.8
20117,14.5,26.5,18.5,7.4,7.1,6.1,10.9,17.5,21.3,10,31.8,31.5,24.7,41.5,36.1,3
20119,10,23.8,19,7,7.1,6.4,10.7,17.1,20,10.9,31.3,32.9,26.4,40.4,35.9,3.1
20121,9.4,22.4,20.7,7.6,5.4,5.4,10.3,13.4,20,8.9,29.3,33.1,19.7,35.4,33.3,2.5
20123,11.2,25.2,18.8,7.5,7.1,6.2,11.2,19,21.6,10,31.5,30.9,25.1,40.1,36.1,3.1
20125,22.3,26.8,17.6,7.2,8.8,7.2,11.3,21,19.7,11.8,33.8,31.2,27.7,45.1,38.8,3.8
20127,14.3,25.4,18.5,7.2,7.3,6.1,10.7,18.9,20.2,10.2,29.6,29.3,25.4,40.4,34.8,3.1
20129,23.6,24.1,19,6.8,6.9,6.3,10.5,17.6,20.3,11.4,32.7,33.4,27.2,38.6,37.7,3.1
20131,14.6,24.1,19.5,7.4,6.3,5.6,10.5,18,20.4,9,29.9,30.6,23.7,34.6,33.8,2.7
20133,19.1,25.9,18.8,7.3,7.5,6.4,10.6,19.1,21.2,11.1,32.2,31.7,27.2,42.8,36.4,3.2
20135,12.2,24.8,19,7.3,7.6,6.5,10.9,18.5,20.5,10.7,31.3,32.4,25.5,37.8,36.3,3.2
20137,13.1,24.5,20,7.3,6.9,6.2,10.3,18.1,19.5,10.5,31,31.2,25.1,40.1,36.3,3
20139,16.5,26,19.1,7.2,7.2,6.2,10.7,17.9,20.8,10.1,32.5,32.6,25.1,39.7,32.1,3.1
20141,10.4,25,19.1,7.5,6.8,6.1,10.7,16.6,20.8,9.9,32.5,32.3,23.1,38.5,33.7,3
20143,14.1,24.3,19.8,7.4,6.6,5.9,10.8,19,21.4,9.9,31.9,32.3,24.5,36.9,33.9,2.9
20145,14.6,24.4,20.7,7.4,6,5.8,10.2,15.8,19.3,10.1,33.8,32.6,25.2,41.5,36.3,2.9
20147,13.6,25.7,19.5,7.3,7.3,6.4,10.9,19.2,21.2,10.4,30,30.5,26.7,37.6,36.8,3.1
20149,12.1,23,19.3,7.5,5.8,5.5,10,12.7,19.6,9,30.3,28.8,20.5,31.2,35.4,2.7
20151,14.1,24.3,18.6,7.3,7,6.1,10.6,17.8,20.4,10.4,31.7,30.2,25.1,38.7,33.8,3
20153,15.3,26.4,19,7.4,7.2,6.5,10.9,17,21.2,10.9,32.8,31.4,25.5,41.5,37,3.2
20155,13.7,24.9,17,7.2,7.1,6.4,11.1,18.8,21.6,10.8,34.2,33.2,24.3,38,39.9,3.2
20157,15.1,25.2,19.5,7.5,6.6,6.1,10.5,15.3,20.5,9.9,32.4,31.8,22.7,38.2,32.2,3
20159,10.3,24.8,19.9,7.3,6.3,5.9,10.6,16,20.2,10.2,31.5,31.9,24.5,36.9,33.7,2.9
20161,12.5,26.4,18.2,7.2,7.2,6.5,11,17.2,20.2,11.1,30.9,30.2,26.3,35.2,37.7,3.4
20163,12.6,23.8,20.8,7.6,6,5.5,10.6,15.6,20.6,9.1,31.9,32,21.7,38.3,36.2,2.7
20165,13.1,25.6,19.8,7.4,7.2,6.3,10.9,17.9,21.1,10.4,32.6,32.6,24.3,37.4,35.1,3.2
